# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Field (T)
0	-3.045661e-09	0.99389136	0	-4.3608155e-19	-1.2555643e-18	1.5707964	0.048828125
0	-0.31818807	0.9431565	0	-4.1795464e-19	-1.2546003e-18	1.9634954	0.048828125
0	-0.7069291	0.70692754	0	-3.8936025e-19	-1.2629626e-18	2.3561945	0.048828125
0	-0.94315743	0.31818503	0	-4.1795438e-19	-1.2545998e-18	2.7488935	0.048828125
0	-0.9938911	7.3169586e-09	0	-4.3608057e-19	-1.2555641e-18	3.1415927	0.048828125
0	-0.943165	-0.31816152	0	-4.179546e-19	-1.2545976e-18	3.5342917	0.048828125
0	-0.7069289	-0.70692706	0	-3.8936007e-19	-1.2629619e-18	3.9269907	0.048828125
0	-0.31819105	-0.9431555	0	-4.1795456e-19	-1.2546007e-18	4.3196898	0.048828125
0	2.0365842e-09	-0.9938908	0	-4.360813e-19	-1.2555636e-18	4.712389	0.048828125
0	0.3181596	-0.94316566	0	-4.1795464e-19	-1.2545973e-18	5.105088	0.048828125
0	0.7069288	-0.70692706	0	-3.893602e-19	-1.2629618e-18	5.497787	0.048828125
0	0.94315684	-0.31818685	0	-4.1795464e-19	-1.2546001e-18	5.8904862	0.048828125
0	0.99285847	-9.560887e-09	0	1.9138681e-19	-6.271298e-19	0	0.024414062
0	0.95887923	0.26158184	0	2.0759434e-19	-6.2279245e-19	0.3926991	0.024414062
0	0.70690554	0.70690244	0	2.4211008e-19	-6.314595e-19	0.7853982	0.024414062
0	0.2616681	0.95885664	0	2.0759391e-19	-6.2280015e-19	1.1780972	0.024414062
0	-4.257475e-09	0.99285865	0	1.9138592e-19	-6.271298e-19	1.5707964	0.024414062
0	-0.2614896	0.9589034	0	2.075938e-19	-6.2278433e-19	1.9634954	0.024414062
0	-0.7069055	0.70690256	0	2.421101e-19	-6.3145955e-19	2.3561945	0.024414062
0	-0.9588977	0.26151133	0	2.0759407e-19	-6.2278635e-19	2.7488935	0.024414062
0	-0.99285877	1.0431735e-08	0	1.9138673e-19	-6.271299e-19	3.1415927	0.024414062
0	-0.95888126	-0.2615739	0	2.075941e-19	-6.227918e-19	3.5342917	0.024414062
0	-0.70690596	-0.7069032	0	2.421101e-19	-6.3145996e-19	3.9269907	0.024414062
0	-0.26151553	-0.9588966	0	2.0759385e-19	-6.2278666e-19	4.3196898	0.024414062
0	7.473619e-09	-0.99285865	0	1.9138597e-19	-6.271298e-19	4.712389	0.024414062
0	0.26158857	-0.9588775	0	2.0759387e-19	-6.227931e-19	5.105088	0.024414062
0	0.7069056	-0.7069024	0	2.4211018e-19	-6.314595e-19	5.497787	0.024414062
0	0.9589095	-0.26146635	0	2.0759408e-19	-6.227823e-19	5.8904862	0.024414062
0	0.9922452	-1.2753993e-08	0	5.04856e-19	-3.1337117e-19	0	0.012207031
0	0.9744303	0.1900356	0	5.172919e-19	-3.0728677e-19	0.3926991	0.012207031
0	0.7068907	0.7068863	0	5.578362e-19	-3.1572282e-19	0.7853982	0.012207031
0	0.1900384	0.9744298	0	5.1729146e-19	-3.0728692e-19	1.1780972	0.012207031
0	-5.7641785e-09	0.9922452	0	5.048553e-19	-3.1337117e-19	1.5707964	0.012207031
0	-0.19003153	0.974431	0	5.172914e-19	-3.0728648e-19	1.9634954	0.012207031
0	-0.7068904	0.7068866	0	5.5783603e-19	-3.1572287e-19	2.3561945	0.012207031
0	-0.9744286	0.19004472	0	5.1729203e-19	-3.0728736e-19	2.7488935	0.012207031
0	-0.9922451	7.644102e-09	0	5.0485604e-19	-3.1337117e-19	3.1415927	0.012207031
0	-0.97443104	-0.19003133	0	5.1729187e-19	-3.0728648e-19	3.5342917	0.012207031
0	-0.7068901	-0.70688707	0	5.5783613e-19	-3.1572285e-19	3.9269907	0.012207031
0	-0.19003807	-0.9744298	0	5.172914e-19	-3.072869e-19	4.3196898	0.012207031
0	6.639633e-09	-0.9922452	0	5.048553e-19	-3.1337117e-19	4.712389	0.012207031
0	0.1900461	-0.97442836	0	5.1729146e-19	-3.0728746e-19	5.105088	0.012207031
0	0.7068907	-0.7068864	0	5.578361e-19	-3.1572285e-19	5.497787	0.012207031
0	0.9744294	-0.19004054	0	5.1729203e-19	-3.0728708e-19	5.8904862	0.012207031
0	0.99190944	-8.620925e-09	0	6.615152e-19	-1.566326e-19	0	0.0061035156
0	0.9845805	0.12206875	0	6.6976974e-19	-1.5101698e-19	0.3926991	0.0061035156
0	0.706882	0.7068771	0	7.156964e-19	-1.578594e-19	0.7853982	0.0061035156
0	0.12205122	0.9845826	0	6.697692e-19	-1.5101622e-19	1.1780972	0.0061035156
0	-4.4694266e-09	0.99190927	0	6.6151443e-19	-1.5663256e-19	1.5707964	0.0061035156
0	-0.12210702	0.984576	0	6.697691e-19	-1.510186e-19	1.9634954	0.0061035156
0	-0.70688206	0.706877	0	7.156964e-19	-1.5785942e-19	2.3561945	0.0061035156
0	-0.984582	0.12205568	0	6.6976995e-19	-1.5101643e-19	2.7488935	0.0061035156
0	-0.99190956	1.1588257e-08	0	6.615152e-19	-1.5663258e-19	3.1415927	0.0061035156
0	-0.9845739	-0.122123264	0	6.697699e-19	-1.510193e-19	3.5342917	0.0061035156
0	-0.70688206	-0.706877	0	7.156964e-19	-1.5785941e-19	3.9269907	0.0061035156
0	-0.12207351	-0.98457986	0	6.697691e-19	-1.5101718e-19	4.3196898	0.0061035156
0	5.0499915e-09	-0.99190944	0	6.6151433e-19	-1.566326e-19	4.712389	0.0061035156
0	0.1221492	-0.98457074	0	6.6976923e-19	-1.5102043e-19	5.105088	0.0061035156
0	0.706882	-0.7068771	0	7.1569636e-19	-1.578594e-19	5.497787	0.0061035156
0	0.9845838	-0.12204071	0	6.6976964e-19	-1.5101575e-19	5.8904862	0.0061035156
0	0.99173385	-1.2500572e-08	0	7.3982434e-19	-7.830242e-20	0	0.0030517578
0	0.9892059	0.071666494	0	7.4471624e-19	-7.432299e-20	0.3926991	0.0030517578
0	0.7068768	0.7068726	0	7.946257e-19	-7.892917e-20	0.7853982	0.0030517578
0	0.071486674	0.98921835	0	7.447153e-19	-7.4318475e-20	1.1780972	0.0030517578
0	-6.8055086e-09	0.9917341	0	7.398236e-19	-7.830244e-20	1.5707964	0.0030517578
0	-0.071183056	0.9892395	0	7.447152e-19	-7.431084e-20	1.9634954	0.0030517578
0	-0.70687747	0.70687187	0	7.946257e-19	-7.892917e-20	2.3561945	0.0030517578
0	-0.98923975	0.0711804	0	7.4471603e-19	-7.431077e-20	2.7488935	0.0030517578
0	-0.99173373	5.8609393e-09	0	7.3982424e-19	-7.8302416e-20	3.1415927	0.0030517578
0	-0.98923975	-0.071180865	0	7.447162e-19	-7.4310804e-20	3.5342917	0.0030517578
0	-0.7068772	-0.7068721	0	7.946258e-19	-7.892917e-20	3.9269907	0.0030517578
0	-0.0711816	-0.9892397	0	7.447152e-19	-7.431081e-20	4.3196898	0.0030517578
0	3.5018188e-10	-0.9917341	0	7.398236e-19	-7.830245e-20	4.712389	0.0030517578
0	0.071187176	-0.98923934	0	7.4471515e-19	-7.431095e-20	5.105088	0.0030517578
0	0.7068775	-0.70687187	0	7.946256e-19	-7.892916e-20	5.497787	0.0030517578
0	0.9892342	-0.07126105	0	7.44716e-19	-7.431283e-20	5.8904862	0.0030517578
0	0.99164397	-9.196882e-09	0	7.7897387e-19	-3.9147663e-20	0	0.0015258789
0	0.99089223	0.038976964	0	7.8166247e-19	-3.672915e-20	0.3926991	0.0015258789
0	0.70687515	0.70686907	0	8.3409026e-19	-3.9464435e-20	0.7853982	0.0015258789
0	0.038973484	0.9908924	0	7.816616e-19	-3.67291e-20	1.1780972	0.0015258789
0	-4.3680584e-09	0.99164057	0	7.78973e-19	-3.9147528e-20	1.5707964	0.0015258789
0	-0.039018493	0.9908907	0	7.8166154e-19	-3.6729724e-20	1.9634954	0.0015258789
0	-0.70687515	0.7068692	0	8.3409016e-19	-3.9464435e-20	2.3561945	0.0015258789
0	-0.9908925	0.03897305	0	7.8166236e-19	-3.672909e-20	2.7488935	0.0015258789
0	-0.991644	1.4076391e-08	0	7.7897387e-19	-3.9147663e-20	3.1415927	0.0015258789
0	-0.9908905	-0.03902266	0	7.8166247e-19	-3.6729782e-20	3.5342917	0.0015258789
0	-0.7068749	-0.7068694	0	8.3409005e-19	-3.9464445e-20	3.9269907	0.0015258789
0	-0.03897395	-0.9908924	0	7.816616e-19	-3.6729107e-20	4.3196898	0.0015258789
0	8.800624e-09	-0.99164397	0	7.78973e-19	-3.914766e-20	4.712389	0.0015258789
0	0.03897777	-0.99089223	0	7.816617e-19	-3.672916e-20	5.105088	0.0015258789
0	0.70687425	-0.7068702	0	8.3409005e-19	-3.9464445e-20	5.497787	0.0015258789
0	0.9908921	-0.038979694	0	7.816624e-19	-3.6729184e-20	5.8904862	0.0015258789
