# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Field (T)
0	0.9551412	0.29615042	0	-1.2927216e-15	-1.2935997e-15	0.30066022	50
0	0.953306	0.3020055	0	-1.2927219e-15	-1.2935999e-15	0.30679616	50
0	0.951435	0.3078492	0	-1.2927216e-15	-1.2935998e-15	0.31293207	50
0	0.9495282	0.31368127	0	-1.2927217e-15	-1.2935997e-15	0.319068	50
0	0.9475856	0.31950158	0	-1.2927218e-15	-1.2935998e-15	0.32520393	50
0	0.94560736	0.32530984	0	-1.2927214e-15	-1.2935994e-15	0.33133984	50
0	0.9435935	0.33110583	0	-1.2927216e-15	-1.2935997e-15	0.33747578	50
0	0.941544	0.3368894	0	-1.2927216e-15	-1.2935997e-15	0.3436117	50
0	0.93945926	0.34266025	0	-1.2927217e-15	-1.2935997e-15	0.34974763	50
0	0.93733907	0.34841818	0	-1.2927218e-15	-1.2935998e-15	0.35588354	50
