# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Roundness ()	Size (nm)	Cell_size (m)
0	0.70284206	0.702824	0	8.951275e-19	-3.021626e-20	0.7853982	0.92	100	2e-09
0	0.9929597	-2.257722e-08	0	8.853642e-19	-3.0185976e-20	0	0.91	100	2e-09
0	0.70283973	0.7028262	0	8.951276e-19	-3.021626e-20	0.7853982	0.91	100	2e-09
0	0.9930914	-1.8683794e-08	0	8.822767e-19	-2.9935747e-20	0	0.9	100	2e-09
0	0.7029148	0.7029052	0	8.918347e-19	-2.9965086e-20	0.7853982	0.9	100	2e-09
0	0.9930912	-1.8281407e-08	0	8.822767e-19	-2.9935744e-20	0	0.89	100	2e-09
0	0.702919	0.70290303	0	8.918345e-19	-2.996513e-20	0.7853982	0.89	100	2e-09
0	0.9930912	-1.913858e-08	0	8.822766e-19	-2.9935744e-20	0	0.88	100	2e-09
0	0.70291525	0.7029067	0	8.918344e-19	-2.996513e-20	0.7853982	0.88	100	2e-09
0	0.99335164	-2.9704974e-08	0	8.774806e-19	-2.9498573e-20	0	0.87	100	2e-09
0	0.7031666	0.7031512	0	8.880041e-19	-2.9530206e-20	0.7853982	0.87	100	2e-09
0	0.99264294	-2.236191e-08	0	8.6364563e-19	-2.9096356e-20	0	0.86	100	2e-09
0	0.7037875	0.70377046	0	8.858898e-19	-2.9174056e-20	0.7853982	0.86	100	2e-09
0	0.99264294	-2.0495197e-08	0	8.6364547e-19	-2.9096356e-20	0	0.85	100	2e-09
0	0.70378786	0.70377	0	8.858897e-19	-2.917405e-20	0.7853982	0.85	100	2e-09
0	0.99264294	-2.9037743e-08	0	8.636456e-19	-2.9096356e-20	0	0.84	100	2e-09
0	0.70378166	0.70377445	0	8.858895e-19	-2.9174014e-20	0.7853982	0.84	100	2e-09
0	0.99264294	-2.3659254e-08	0	8.636456e-19	-2.9096356e-20	0	0.83	100	2e-09
0	0.70378685	0.703771	0	8.858897e-19	-2.9174056e-20	0.7853982	0.83	100	2e-09
0	0.9929962	-2.812225e-08	0	8.639759e-19	-2.8852496e-20	0	0.82	100	2e-09
0	0.7041305	0.70411927	0	8.864904e-19	-2.8933466e-20	0.7853982	0.82	100	2e-09
0	0.99301594	-2.2331138e-08	0	8.624388e-19	-2.8725963e-20	0	0.81	100	2e-09
0	0.7043569	0.7043454	0	8.866181e-19	-2.881527e-20	0.7853982	0.81	100	2e-09
0	0.99287117	-1.9622219e-08	0	8.5668165e-19	-2.8467605e-20	0	0.8	100	2e-09
0	0.7046942	0.7046812	0	8.854111e-19	-2.8573907e-20	0.7853982	0.8	100	2e-09
0	0.992595	-2.0756982e-08	0	8.5093755e-19	-2.82691e-20	0	0.79	100	2e-09
0	0.7049708	0.7049579	0	8.839196e-19	-2.8393708e-20	0.7853982	0.79	100	2e-09
0	0.99258476	-1.7608935e-08	0	8.485145e-19	-2.8141764e-20	0	0.78	100	2e-09
0	0.70501196	0.705002	0	8.823414e-19	-2.8267805e-20	0.7853982	0.78	100	2e-09
0	0.9926692	-2.0246235e-08	0	8.4801957e-19	-2.8017102e-20	0	0.77	100	2e-09
0	0.7052308	0.7052199	0	8.824549e-19	-2.814891e-20	0.7853982	0.77	100	2e-09
0	0.9926866	-1.9901451e-08	0	8.4537755e-19	-2.7890524e-20	0	0.76	100	2e-09
0	0.705175	0.7051658	0	8.794777e-19	-2.8019063e-20	0.7853982	0.76	100	2e-09
0	0.99269533	-1.4771159e-08	0	8.437884e-19	-2.7763703e-20	0	0.75	100	2e-09
0	0.70537394	0.70536435	0	8.79214e-19	-2.789927e-20	0.7853982	0.75	100	2e-09
0	0.99263847	-2.3668068e-08	0	8.389576e-19	-2.7508e-20	0	0.74	100	2e-09
0	0.70562905	0.70561785	0	8.774587e-19	-2.7653866e-20	0.7853982	0.74	100	2e-09
0	0.99236065	-2.0428025e-08	0	8.301402e-19	-2.7119236e-20	0	0.73	100	2e-09
0	0.70606124	0.7060549	0	8.741169e-19	-2.728747e-20	0.7853982	0.73	100	2e-09
0	0.99236065	-2.6613579e-08	0	8.3014016e-19	-2.7119236e-20	0	0.72	100	2e-09
0	0.706061	0.7060551	0	8.74117e-19	-2.7287473e-20	0.7853982	0.72	100	2e-09
0	0.99274266	-1.715259e-08	0	8.3286427e-19	-2.6939066e-20	0	0.71	100	2e-09
0	0.7063097	0.70630515	0	8.743909e-19	-2.7105326e-20	0.7853982	0.71	100	2e-09
0	0.99286705	-2.2695444e-08	0	8.2942744e-19	-2.668827e-20	0	0.7	100	2e-09
0	0.70637673	0.70637125	0	8.701762e-19	-2.6852142e-20	0.7853982	0.7	100	2e-09
0	0.9928672	-2.1556792e-08	0	8.294275e-19	-2.668827e-20	0	0.69	100	2e-09
0	0.70637643	0.70637184	0	8.701763e-19	-2.685215e-20	0.7853982	0.69	100	2e-09
